ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Categories,Images
282,variation,MJ08-M-Green,Lando Gym Jacket-M-Green,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-green_main.jpg
277,variation,MJ08-S-Blue,Lando Gym Jacket-S-Blue,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-blue_main.jpg
278,variation,MJ08-S-Gray,Lando Gym Jacket-S-Gray,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_back.jpg"
279,variation,MJ08-S-Green,Lando Gym Jacket-S-Green,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-green_main.jpg
286,variation,MJ08-XL-Blue,Lando Gym Jacket-XL-Blue,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-blue_main.jpg
287,variation,MJ08-XL-Gray,Lando Gym Jacket-XL-Gray,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_back.jpg"
288,variation,MJ08-XL-Green,Lando Gym Jacket-XL-Green,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-green_main.jpg
274,variation,MJ08-XS-Blue,Lando Gym Jacket-XS-Blue,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-blue_main.jpg
275,variation,MJ08-XS-Gray,Lando Gym Jacket-XS-Gray,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj08-gray_back.jpg"
276,variation,MJ08-XS-Green,Lando Gym Jacket-XS-Green,1,0,visible,1,100,0,0,99,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj08-green_main.jpg
305,variable,MJ09,Taurus Elements Shell,1,0,visible,1,0,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
299,variation,MJ09-L-Blue,Taurus Elements Shell-L-Blue,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-blue_main.jpg
300,variation,MJ09-L-White,Taurus Elements Shell-L-White,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-white_main.jpg
301,variation,MJ09-L-Yellow,Taurus Elements Shell-L-Yellow,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
296,variation,MJ09-M-Blue,Taurus Elements Shell-M-Blue,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-blue_main.jpg
297,variation,MJ09-M-White,Taurus Elements Shell-M-White,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-white_main.jpg
298,variation,MJ09-M-Yellow,Taurus Elements Shell-M-Yellow,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
293,variation,MJ09-S-Blue,Taurus Elements Shell-S-Blue,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-blue_main.jpg
294,variation,MJ09-S-White,Taurus Elements Shell-S-White,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-white_main.jpg
295,variation,MJ09-S-Yellow,Taurus Elements Shell-S-Yellow,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
302,variation,MJ09-XL-Blue,Taurus Elements Shell-XL-Blue,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-blue_main.jpg
303,variation,MJ09-XL-White,Taurus Elements Shell-XL-White,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-white_main.jpg
304,variation,MJ09-XL-Yellow,Taurus Elements Shell-XL-Yellow,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
290,variation,MJ09-XS-Blue,Taurus Elements Shell-XS-Blue,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-blue_main.jpg
291,variation,MJ09-XS-White,Taurus Elements Shell-XS-White,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj09-white_main.jpg
292,variation,MJ09-XS-Yellow,Taurus Elements Shell-XS-Yellow,1,0,visible,1,100,0,0,65,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj09-yellow_back.jpg"
321,variable,MJ10,Mars HeatTech&trade; Pullover,1,0,visible,1,0,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
315,variation,MJ10-L-Black,Mars HeatTech&trade; Pullover-L-Black,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-black_main.jpg
316,variation,MJ10-L-Orange,Mars HeatTech&trade; Pullover-L-Orange,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-orange_main.jpg
317,variation,MJ10-L-Red,Mars HeatTech&trade; Pullover-L-Red,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
312,variation,MJ10-M-Black,Mars HeatTech&trade; Pullover-M-Black,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-black_main.jpg
313,variation,MJ10-M-Orange,Mars HeatTech&trade; Pullover-M-Orange,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-orange_main.jpg
314,variation,MJ10-M-Red,Mars HeatTech&trade; Pullover-M-Red,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
309,variation,MJ10-S-Black,Mars HeatTech&trade; Pullover-S-Black,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-black_main.jpg
310,variation,MJ10-S-Orange,Mars HeatTech&trade; Pullover-S-Orange,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-orange_main.jpg
311,variation,MJ10-S-Red,Mars HeatTech&trade; Pullover-S-Red,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
318,variation,MJ10-XL-Black,Mars HeatTech&trade; Pullover-XL-Black,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-black_main.jpg
319,variation,MJ10-XL-Orange,Mars HeatTech&trade; Pullover-XL-Orange,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-orange_main.jpg
320,variation,MJ10-XL-Red,Mars HeatTech&trade; Pullover-XL-Red,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
306,variation,MJ10-XS-Black,Mars HeatTech&trade; Pullover-XS-Black,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-black_main.jpg
307,variation,MJ10-XS-Orange,Mars HeatTech&trade; Pullover-XS-Orange,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj10-orange_main.jpg
308,variation,MJ10-XS-Red,Mars HeatTech&trade; Pullover-XS-Red,1,0,visible,1,100,0,0,66,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj10-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj10-red_back.jpg"
337,variable,MJ11,Typhon Performance Fleece-lined Jacket,1,0,visible,1,0,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
331,variation,MJ11-L-Black,Typhon Performance Fleece-lined Jacket-L-Black,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
332,variation,MJ11-L-Green,Typhon Performance Fleece-lined Jacket-L-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg
333,variation,MJ11-L-Red,Typhon Performance Fleece-lined Jacket-L-Red,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg
328,variation,MJ11-M-Black,Typhon Performance Fleece-lined Jacket-M-Black,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
329,variation,MJ11-M-Green,Typhon Performance Fleece-lined Jacket-M-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg
330,variation,MJ11-M-Red,Typhon Performance Fleece-lined Jacket-M-Red,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg
325,variation,MJ11-S-Black,Typhon Performance Fleece-lined Jacket-S-Black,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
326,variation,MJ11-S-Green,Typhon Performance Fleece-lined Jacket-S-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg
327,variation,MJ11-S-Red,Typhon Performance Fleece-lined Jacket-S-Red,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg
334,variation,MJ11-XL-Black,Typhon Performance Fleece-lined Jacket-XL-Black,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
335,variation,MJ11-XL-Green,Typhon Performance Fleece-lined Jacket-XL-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg
336,variation,MJ11-XL-Red,Typhon Performance Fleece-lined Jacket-XL-Red,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg
322,variation,MJ11-XS-Black,Typhon Performance Fleece-lined Jacket-XS-Black,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg"
323,variation,MJ11-XS-Green,Typhon Performance Fleece-lined Jacket-XS-Green,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg
324,variation,MJ11-XS-Red,Typhon Performance Fleece-lined Jacket-XS-Red,1,0,visible,1,100,0,0,60,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg
385,variable,MJ12,Proteus Fitness Jackshirt,1,0,visible,1,0,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
379,variation,MJ12-L-Black,Proteus Fitness Jackshirt-L-Black,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg
380,variation,MJ12-L-Blue,Proteus Fitness Jackshirt-L-Blue,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg
381,variation,MJ12-L-Orange,Proteus Fitness Jackshirt-L-Orange,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
376,variation,MJ12-M-Black,Proteus Fitness Jackshirt-M-Black,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg
377,variation,MJ12-M-Blue,Proteus Fitness Jackshirt-M-Blue,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg
378,variation,MJ12-M-Orange,Proteus Fitness Jackshirt-M-Orange,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
373,variation,MJ12-S-Black,Proteus Fitness Jackshirt-S-Black,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg
374,variation,MJ12-S-Blue,Proteus Fitness Jackshirt-S-Blue,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg
375,variation,MJ12-S-Orange,Proteus Fitness Jackshirt-S-Orange,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
382,variation,MJ12-XL-Black,Proteus Fitness Jackshirt-XL-Black,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg
383,variation,MJ12-XL-Blue,Proteus Fitness Jackshirt-XL-Blue,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg
384,variation,MJ12-XL-Orange,Proteus Fitness Jackshirt-XL-Orange,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
370,variation,MJ12-XS-Black,Proteus Fitness Jackshirt-XS-Black,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg
371,variation,MJ12-XS-Blue,Proteus Fitness Jackshirt-XS-Blue,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg
372,variation,MJ12-XS-Orange,Proteus Fitness Jackshirt-XS-Orange,1,0,visible,1,100,0,0,45,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg"
692,variable,MP01,Caesar Warm-Up Pant,1,0,visible,1,0,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_back.jpg"
680,variation,MP01-32-Black,Caesar Warm-Up Pant-32-Black,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-black_main.jpg
681,variation,MP01-32-Gray,Caesar Warm-Up Pant-32-Gray,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_back.jpg"
682,variation,MP01-32-Purple,Caesar Warm-Up Pant-32-Purple,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-purple_main.jpg
683,variation,MP01-33-Black,Caesar Warm-Up Pant-33-Black,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-black_main.jpg
684,variation,MP01-33-Gray,Caesar Warm-Up Pant-33-Gray,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_back.jpg"
685,variation,MP01-33-Purple,Caesar Warm-Up Pant-33-Purple,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-purple_main.jpg
686,variation,MP01-34-Black,Caesar Warm-Up Pant-34-Black,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-black_main.jpg
687,variation,MP01-34-Gray,Caesar Warm-Up Pant-34-Gray,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_back.jpg"
688,variation,MP01-34-Purple,Caesar Warm-Up Pant-34-Purple,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-purple_main.jpg
689,variation,MP01-36-Black,Caesar Warm-Up Pant-36-Black,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-black_main.jpg
690,variation,MP01-36-Gray,Caesar Warm-Up Pant-36-Gray,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp01-gray_back.jpg"
691,variation,MP01-36-Purple,Caesar Warm-Up Pant-36-Purple,1,0,visible,1,100,0,0,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp01-purple_main.jpg
705,variable,MP02,Viktor LumaTech&trade; Pant,1,0,visible,1,0,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_back.jpg"
693,variation,MP02-32-Blue,Viktor LumaTech&trade; Pant-32-Blue,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-blue_main.jpg
694,variation,MP02-32-Gray,Viktor LumaTech&trade; Pant-32-Gray,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_back.jpg"
695,variation,MP02-32-Red,Viktor LumaTech&trade; Pant-32-Red,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-red_main.jpg
696,variation,MP02-33-Blue,Viktor LumaTech&trade; Pant-33-Blue,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-blue_main.jpg
697,variation,MP02-33-Gray,Viktor LumaTech&trade; Pant-33-Gray,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_back.jpg"
698,variation,MP02-33-Red,Viktor LumaTech&trade; Pant-33-Red,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-red_main.jpg
699,variation,MP02-34-Blue,Viktor LumaTech&trade; Pant-34-Blue,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-blue_main.jpg
700,variation,MP02-34-Gray,Viktor LumaTech&trade; Pant-34-Gray,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_back.jpg"
701,variation,MP02-34-Red,Viktor LumaTech&trade; Pant-34-Red,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-red_main.jpg
702,variation,MP02-36-Blue,Viktor LumaTech&trade; Pant-36-Blue,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-blue_main.jpg
703,variation,MP02-36-Gray,Viktor LumaTech&trade; Pant-36-Gray,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp02-gray_back.jpg"
704,variation,MP02-36-Red,Viktor LumaTech&trade; Pant-36-Red,1,0,visible,1,100,0,0,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp02-red_main.jpg
718,variable,MP03,Geo Insulated Jogging Pant,1,0,visible,1,0,0,0,51,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp03-black_back.jpg"
